img1_path,img2_path,label
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Noelle_Bush\Noelle_Bush_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Noelle_Bush\Noelle_Bush_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tara_Dawn_Christensen\Tara_Dawn_Christensen_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Prince_Edward\Prince_Edward_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joe_Vandever\Joe_Vandever_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Hill\James_Hill_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Statham\Jason_Statham_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pier_Ferdinando_Casini\Pier_Ferdinando_Casini_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Helen_Clark\Helen_Clark_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dan_Monson\Dan_Monson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anthony_Fauci\Anthony_Fauci_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anthony_Fauci\Anthony_Fauci_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Virgina_Ruano_Pascal\Virgina_Ruano_Pascal_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kim_Su_Nam\Kim_Su_Nam_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Klaus_Zwickel\Klaus_Zwickel_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Klaus_Zwickel\Klaus_Zwickel_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pedro_Malan\Pedro_Malan_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michelle_Rodriguez\Michelle_Rodriguez_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ernie_Els\Ernie_Els_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ernie_Els\Ernie_Els_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kenneth_Cooper\Kenneth_Cooper_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Szu_Yu_Chen\Szu_Yu_Chen_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gene_Robinson\Gene_Robinson_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gene_Robinson\Gene_Robinson_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Katharine_Hepburn\Katharine_Hepburn_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dennis_Powell\Dennis_Powell_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Sarney\Jose_Sarney_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Sarney\Jose_Sarney_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lucio_Angulo\Lucio_Angulo_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kostya_Tszyu\Kostya_Tszyu_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mahima_Chaudhari\Mahima_Chaudhari_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Don_Meredith\Don_Meredith_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roger_Toussaint\Roger_Toussaint_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Isabela_Moraes\Isabela_Moraes_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steve_Shiver\Steve_Shiver_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Zarai_Toledo\Zarai_Toledo_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Richard_Armitage\Richard_Armitage_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Richard_Armitage\Richard_Armitage_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sidney_Poitier\Sidney_Poitier_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Prince_Edward\Prince_Edward_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Barrett_Jackman\Barrett_Jackman_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Barrett_Jackman\Barrett_Jackman_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Justine_Henin\Justine_Henin_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Justine_Henin\Justine_Henin_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Elisha_Cuthbert\Elisha_Cuthbert_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hilary_McKay\Hilary_McKay_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vladimiro_Montesinos\Vladimiro_Montesinos_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Craig_Wilson\Craig_Wilson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alek_Wek\Alek_Wek_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Janela_Jara\Janela_Jara_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Igor_Trunov\Igor_Trunov_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fred_Rogers\Fred_Rogers_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Dodge\David_Dodge_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\David_Dodge\David_Dodge_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wu_Peng\Wu_Peng_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fabricio_Oberto\Fabricio_Oberto_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ian_McKellen\Ian_McKellen_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Osama_bin_Laden\Osama_bin_Laden_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Edwards\John_Edwards_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Edwards\John_Edwards_0006.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kim_Jin-sun\Kim_Jin-sun_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Emile_Lahoud\Emile_Lahoud_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roy_Williams\Roy_Williams_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roy_Williams\Roy_Williams_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Richard_Armitage\Richard_Armitage_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Richard_Armitage\Richard_Armitage_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marcelo_Ebrard\Marcelo_Ebrard_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marcelo_Ebrard\Marcelo_Ebrard_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jennifer_Garner\Jennifer_Garner_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jennifer_Garner\Jennifer_Garner_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Samuel_Waksal\Samuel_Waksal_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Samuel_Waksal\Samuel_Waksal_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\LeRoy_Millette_Jr\LeRoy_Millette_Jr_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charles_Tannok\Charles_Tannok_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julianne_Moore\Julianne_Moore_0010.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julianne_Moore\Julianne_Moore_0009.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Clark\Paul_Clark_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Wells\Brian_Wells_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sheila_Fraser\Sheila_Fraser_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sheila_Fraser\Sheila_Fraser_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andy_Rooney\Andy_Rooney_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tangra_Riggle\Tangra_Riggle_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jonathan_Arden\Jonathan_Arden_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dave_McNally\Dave_McNally_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Papandreou\George_Papandreou_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_Papandreou\George_Papandreou_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mian_Khursheed_Mehmood_Kasuri\Mian_Khursheed_Mehmood_Kasuri_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mian_Khursheed_Mehmood_Kasuri\Mian_Khursheed_Mehmood_Kasuri_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steve_Ballmer\Steve_Ballmer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Natasha_Lyonne\Natasha_Lyonne_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Burns\William_Burns_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\William_Burns\William_Burns_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joe_Lieberman\Joe_Lieberman_0008.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joe_Lieberman\Joe_Lieberman_0009.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ari_Fleischer\Ari_Fleischer_0007.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ari_Fleischer\Ari_Fleischer_0011.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Baker\James_Baker_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steve_Alford\Steve_Alford_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bobby_Robson\Bobby_Robson_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Turner_Gill\Turner_Gill_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Leonardo_Fernandez\Leonardo_Fernandez_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ruth_Pearce\Ruth_Pearce_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andrew_Luster\Andrew_Luster_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dominique_de_Villepin\Dominique_de_Villepin_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Silvio_Fernandez\Silvio_Fernandez_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Silvio_Fernandez\Silvio_Fernandez_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brawley_King\Brawley_King_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Branko_Crvenkovski\Branko_Crvenkovski_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_W_Bush\George_W_Bush_0499.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\George_W_Bush\George_W_Bush_0477.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carol_Moseley_Braun\Carol_Moseley_Braun_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carol_Moseley_Braun\Carol_Moseley_Braun_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carol_Burnett\Carol_Burnett_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nikki_Teasley\Nikki_Teasley_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eloy_Gutierrez\Eloy_Gutierrez_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Acasuso\Jose_Acasuso_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Lapentti\Nicolas_Lapentti_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Lapentti\Nicolas_Lapentti_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andre_Smith\Andre_Smith_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Adel_Al-Jubeir\Adel_Al-Jubeir_0003.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Amy_Brenneman\Amy_Brenneman_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brenda_Wilson\Brenda_Wilson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Larry_Johnson\Larry_Johnson_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Larry_Johnson\Larry_Johnson_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Heath_Ledger\Heath_Ledger_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Brandon\Michael_Brandon_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jim_Furyk\Jim_Furyk_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jim_Furyk\Jim_Furyk_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Spencer_Abraham\Spencer_Abraham_0016.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Luis_Figo\Luis_Figo_0003.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Spencer\John_Spencer_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rick_Bragg\Rick_Bragg_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Martz\Mike_Martz_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Martz\Mike_Martz_0007.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gordon_Campbell\Gordon_Campbell_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gordon_Campbell\Gordon_Campbell_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tatiana_Panova\Tatiana_Panova_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Terry_Semel\Terry_Semel_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nebojsa_Pavkovic\Nebojsa_Pavkovic_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nebojsa_Pavkovic\Nebojsa_Pavkovic_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Barry_Alvarez\Barry_Alvarez_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Barry_Alvarez\Barry_Alvarez_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cherie_Blair\Cherie_Blair_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Cherie_Blair\Cherie_Blair_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marco_Irizarry\Marco_Irizarry_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Takeshi_Kitano\Takeshi_Kitano_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mariangel_Ruiz_Torrealba\Mariangel_Ruiz_Torrealba_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carlos_Ruiz\Carlos_Ruiz_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joschka_Fischer\Joschka_Fischer_0008.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joschka_Fischer\Joschka_Fischer_0017.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lindsay_Benko\Lindsay_Benko_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lindsay_Benko\Lindsay_Benko_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Irwan_Fadzi_Idris\Irwan_Fadzi_Idris_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Meg_Mallon\Meg_Mallon_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Janice_Abreu\Janice_Abreu_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Rolinee\Michael_Rolinee_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Zoran_Djindjic\Zoran_Djindjic_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Zoran_Djindjic\Zoran_Djindjic_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jeffrey_Scott_Postell\Jeffrey_Scott_Postell_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jeffrey_Scott_Postell\Jeffrey_Scott_Postell_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gerry_Parsky\Gerry_Parsky_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gerry_Parsky\Gerry_Parsky_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kate_Richardson\Kate_Richardson_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wang_Fei\Wang_Fei_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Yasushi_Chimura\Yasushi_Chimura_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Patrick_Dennehy\Patrick_Dennehy_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Claudia_Coslovich\Claudia_Coslovich_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sophia_Loren\Sophia_Loren_0006.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tommy_Haas\Tommy_Haas_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ruth_Dreifuss\Ruth_Dreifuss_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kevin_Sorbo\Kevin_Sorbo_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joey_Mantia\Joey_Mantia_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Davis\Mike_Davis_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Qusai_Hussein\Qusai_Hussein_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marc-Andre_Fleury\Marc-Andre_Fleury_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Neil_Goldman\Neil_Goldman_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Javier_Bardem\Javier_Bardem_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pedro_Velasquez\Pedro_Velasquez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Noelle_Bush\Noelle_Bush_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Noelle_Bush\Noelle_Bush_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bob_Beauprez\Bob_Beauprez_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bob_Beauprez\Bob_Beauprez_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anne_McLellan\Anne_McLellan_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anne_McLellan\Anne_McLellan_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alain_Ducasse\Alain_Ducasse_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jennifer_Murray\Jennifer_Murray_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kirk_Johnson\Kirk_Johnson_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kirk_Johnson\Kirk_Johnson_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roy_Jones_Jr\Roy_Jones_Jr_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roy_Jones_Jr\Roy_Jones_Jr_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kenneth_Dam\Kenneth_Dam_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ramon_Cardenas\Ramon_Cardenas_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ralph_Lauren\Ralph_Lauren_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ralph_Lauren\Ralph_Lauren_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul_Tracy\Paul_Tracy_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carolina_Kluft\Carolina_Kluft_0003.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nastassia_Kinski\Nastassia_Kinski_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jonathan_Schroeder\Jonathan_Schroeder_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roy_Rogers\Roy_Rogers_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Spalding\James_Spalding_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sanjay_Gupta\Sanjay_Gupta_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Noah_Wyle\Noah_Wyle_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charlotte_Rampling\Charlotte_Rampling_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Charlotte_Rampling\Charlotte_Rampling_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vladimiro_Montesinos\Vladimiro_Montesinos_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vladimiro_Montesinos\Vladimiro_Montesinos_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joan_Claybrook\Joan_Claybrook_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joan_Claybrook\Joan_Claybrook_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mehdi_Baala\Mehdi_Baala_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roh_Moo-hyun\Roh_Moo-hyun_0005.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Penelope_Ann_Miller\Penelope_Ann_Miller_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Penelope_Ann_Miller\Penelope_Ann_Miller_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carlos_Menem\Carlos_Menem_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bruce_Lunsford\Bruce_Lunsford_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jorge_Valdano\Jorge_Valdano_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Kelly\James_Kelly_0009.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stephen_Ambrose\Stephen_Ambrose_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stephen_Ambrose\Stephen_Ambrose_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alan_Greenspan\Alan_Greenspan_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alan_Greenspan\Alan_Greenspan_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Colin_Farrell\Colin_Farrell_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Percy_Gibson\Percy_Gibson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Helton\Mike_Helton_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Helton\Mike_Helton_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Janet_Thorpe\Janet_Thorpe_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Janet_Thorpe\Janet_Thorpe_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Queen_Rania\Queen_Rania_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Queen_Rania\Queen_Rania_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Franz_Gsell\Franz_Gsell_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kim_Dong-tae\Kim_Dong-tae_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tony_Parker\Tony_Parker_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tony_Parker\Tony_Parker_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nadia_Forte\Nadia_Forte_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jo_Dee_Messina\Jo_Dee_Messina_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mary_Bono\Mary_Bono_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Simon\Bill_Simon_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Taylor\Michael_Taylor_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricardo_Maduro\Ricardo_Maduro_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eugene_Teslovic\Eugene_Teslovic_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Terence_Newman\Terence_Newman_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Claudia_Schiffer\Claudia_Schiffer_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Claudia_Schiffer\Claudia_Schiffer_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dunn_Lampton\Dunn_Lampton_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dick_Armey\Dick_Armey_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Caroline_Kennedy\Caroline_Kennedy_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Frank_Hsieh\Frank_Hsieh_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Richard_Armitage\Richard_Armitage_0008.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Richard_Armitage\Richard_Armitage_0009.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Albert_Costa\Albert_Costa_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Albert_Costa\Albert_Costa_0005.npy,1
